id,asin,title,imgUrl,productURL,stars,reviews,price,isBestSeller,boughtInLastMonth,categoryName,categoryId
300,B0CJ219F7N,"Wouke Women's Bridal wedding Low Heel,Women's Elastic Ankle Strap Wedge Sandals Unisex's Classic Trainers Low-Top Lightweight Slip on Shoes for Women",https://m.media-amazon.com/images/I/51dAbYkwFAL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B0CJ219F7N,0.0,0,10.19,False,0,Ballet & Dancing Footwear,20
302,B0CKR1XLWN,"Waistband Tighter Compatible with Make Children's Dance Shoes, Women's Exercise Shoes with Soft Sole, for Adults, Ethnic Ballet Shoes, Yoga Shoes, Women's Running Shoes, black, 12 UK Child",https://m.media-amazon.com/images/I/61++jMhb2oL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B0CKR1XLWN,0.0,0,3.48,False,0,Ballet & Dancing Footwear,20
304,B0CK273YHG,"Children's Shoes, Dance Shoes, Warm Dance Ballet Performance Indoor Shoes, Yoga Dance Shoes, Children's Shoes, Girls' Trainers, c, 9 UK",https://m.media-amazon.com/images/I/61ONDGdSgJL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B0CK273YHG,0.0,0,3.94,False,0,Ballet & Dancing Footwear,20
306,B08ZHVPJQX,"RUYBOZRY Soft Dance Ankle Boots Non-Slip Jazz Dance Shoes for Girls&Boys&Women&Men,Model-TJ-Jazz-JY",https://m.media-amazon.com/images/I/61PDlkIVppL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B08ZHVPJQX,0.0,0,20.01,False,0,Ballet & Dancing Footwear,20
308,B00PLCKDWW,JIA JIA Y2058 Latin Women's Sandals 2.7'' Flared Heel Super Satin with Rhinestones Dance Shoes,https://m.media-amazon.com/images/I/611LIUQ6CJS._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B00PLCKDWW,3.6,60,31.99,False,0,Ballet & Dancing Footwear,20
310,B018KLKZZK,Katz Dancewear Ladies Girls Multi Cloured Sparkly Glitter Dance Greek Sandal Teaching Jive Salsa Ballroom Cerco Shoe,https://m.media-amazon.com/images/I/51oo8lriD9L._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B018KLKZZK,4.5,191,36.0,False,0,Ballet & Dancing Footwear,20
312,B0CKPTYW7D,CHUNCIN - Pink Ballet Dancing Shoes Ballet Slippers Pilates Shoes Yoga Shoes Dance Gymnastics Shoes for Dancer Children Size 33,https://m.media-amazon.com/images/I/61gwEe5SHJL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B0CKPTYW7D,0.0,0,21.7,False,0,Ballet & Dancing Footwear,20
314,B0196OYZ4C,MINITOO Women's Leather Dance Shoes Ballroom Heels with Ankle Strap Black UK 6.5,https://m.media-amazon.com/images/I/61n+83+Q7xL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B0196OYZ4C,3.0,7,29.99,False,0,Ballet & Dancing Footwear,20
316,B01JK0YA56,Capezio Women's Hanami Dance Shoe,https://m.media-amazon.com/images/I/61Yg-Ahnp4L._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B01JK0YA56,4.4,502,18.75,False,0,Ballet & Dancing Footwear,20
318,B00R4MM2CQ,"Roch Valley Full Sole Satin Ballet Shoes - Regular Fit, Ivory, 6 UK",https://m.media-amazon.com/images/I/610XYnPPQoL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B00R4MM2CQ,5.0,1,11.9,False,0,Ballet & Dancing Footwear,20
320,B0CGXNDJCF,"Wouke Women's Black Low Wedge Ankle Boots,Womens Ladies Court Shoes Low Wedge Heel Womens Trainers Running Shoes Womens Black Front Pleated Ballerina Women's Open Toe Footbed Sandals",https://m.media-amazon.com/images/I/61WFfKB3ocL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B0CGXNDJCF,0.0,0,6.19,False,0,Ballet & Dancing Footwear,20
322,B003VWCA84,Sansha Moderno Leather Slip-On Jazz Shoe,https://m.media-amazon.com/images/I/611l8j2c4AL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B003VWCA84,3.7,59,35.68,False,0,Ballet & Dancing Footwear,20
324,B0841WDPQ8,Healifty 1 Pair Ballet Belly Dance Foot Thong Lyrical Paws Pads Ballet Dancing Shoes Gymnastics Shoes for Adults Dancer Children - Size 34,https://m.media-amazon.com/images/I/71v2WAQrNRL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B0841WDPQ8,0.0,0,12.69,False,0,Ballet & Dancing Footwear,20
326,B0CFG2WXX2,"Children's trainers, children's shoes, dance shoes, warm dance, ballet, performance, indoor shoes, yoga, dance shoes, running shoes, 36, PK2, 9 UK",https://m.media-amazon.com/images/I/51SANZn0fTL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B0CFG2WXX2,0.0,0,0.77,False,0,Ballet & Dancing Footwear,20
328,B0CK4QCLPN,2024 Men's Solid Color Lace Up Modern Dance Shoes Dance Hall Latin Dance Shoes I Am Very Busy,https://m.media-amazon.com/images/I/51QJjjGeXmL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B0CK4QCLPN,0.0,0,12.79,False,0,Ballet & Dancing Footwear,20
330,B0CHZ3NNZM,EYNMVR Womens Winter Boots Rain Wellies Combat Stretch Boots Shoe Knee High Stretchy Fashion Wellington Boots,https://m.media-amazon.com/images/I/617MudGsOdL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B0CHZ3NNZM,0.0,0,19.59,False,0,Ballet & Dancing Footwear,20
332,B07Q42YHMW,Syrads Women Ballroom Latin Dance Shoes Salsa Bachata Tango Modern Social Dancing Shoes Suede Sole Wedding Party Dance Shoes,https://m.media-amazon.com/images/I/61p0OI+pKZL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B07Q42YHMW,4.0,211,42.99,False,0,Ballet & Dancing Footwear,20
334,B0B9JTX447,"Xemz Ballet Dance Shoes Toe Pads, 1 Pair Elastic Toe Pouches Pad Soft Toe Cap Cover Toe Protectors, Anti-Slip Half Sole Ballet Pointe Shoes Socks Half Toe Shoe Sole Socks for Women Men Girls Boys (L)",https://m.media-amazon.com/images/I/61wI7MgZQrL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B0B9JTX447,0.0,0,10.99,False,0,Ballet & Dancing Footwear,20
336,B0CGJBTX4W,CHENSIYU Baby Boy Clothes Toddler Kids Baby Spring Fall Casual Soft Comfy Breathable Outwear Cozy Button Comfortable Hoodied Long Sleeve Hooded Plaid Jacket with Pocket,https://m.media-amazon.com/images/I/71ZVlyLu8eL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B0CGJBTX4W,0.0,0,10.59,False,0,Ballet & Dancing Footwear,20
338,B08G5JFTC3,Freed of London Women's Kylie Cs Dance Shoe,https://m.media-amazon.com/images/I/71sbfYeaWGL._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B08G5JFTC3,4.6,3,88.0,False,0,Ballet & Dancing Footwear,20
340,B0CJCHP3GH,2024 Christmas New- Sandals Dance Shoes Ballroom Latin Women's Color Fashion Prom Women's Sandals Sandals Women with Heel,https://m.media-amazon.com/images/I/41tDhnBQDML._AC_UL320_.jpg,https://www.amazon.co.uk/dp/B0CJCHP3GH,0.0,0,7.73,False,0,Ballet & Dancing Footwear,20
